age,claim_amount,vehicle_age,police_report_filed,witness_present,incident_severity,is_fraud,vehicle_price,driver_rating,policy_type,fault,accident_area,past_claims
53,86400.0,14,False,True,Minor Damage,0,253986.8608930037,3,Comprehensive,Third Party,Rural,0
51,4620.0,6,False,True,Minor Damage,1,462205.79331374436,4,Third-Party,Third Party,Urban,1
53,6930.0,2,False,True,Trivial Damage,0,884809.167191237,2,Zero-Dep,Third Party,Highway,4
40,41700.0,2,True,True,Minor Damage,0,567785.9737478879,4,Comprehensive,Policy Holder,Urban,4
51,77330.0,1,False,True,Major Damage,1,1289242.0999981174,4,Third-Party,Third Party,Urban,4
35,4950.0,4,True,True,Trivial Damage,0,569735.2732344408,4,Comprehensive,Third Party,Urban,6
26,5160.0,11,True,True,Minor Damage,0,380712.86243363994,4,Comprehensive,Third Party,Rural,1
35,24570.0,9,False,True,Total Loss,1,461468.9066360112,3,Comprehensive,Policy Holder,Urban,4
38,53680.0,4,False,False,Minor Damage,0,633710.9435028757,4,Comprehensive,Third Party,Urban,3
49,42900.0,5,True,True,Total Loss,0,468371.5108994256,5,Third-Party,Third Party,Urban,4
41,84100.0,6,False,False,Minor Damage,1,479457.68353876186,4,Third-Party,Policy Holder,Rural,6
27,61560.0,7,False,True,Total Loss,0,599309.1478693995,3,Third-Party,Policy Holder,Highway,0
39,44240.0,18,False,False,Minor Damage,0,246040.24402871096,4,Comprehensive,Policy Holder,Urban,5
33,57700.0,13,True,True,Minor Damage,0,355577.1113301975,4,Third-Party,Third Party,Highway,2
50,108030.0,13,True,True,Minor Damage,0,359060.53351163014,4,Comprehensive,Policy Holder,Urban,5
30,54300.0,5,True,False,Minor Damage,0,669067.0072598543,1,Comprehensive,Policy Holder,Rural,3
54,32280.0,5,False,True,Major Damage,1,460682.1282575495,1,Comprehensive,Third Party,Urban,2
42,84600.0,8,False,True,Total Loss,0,443921.041640025,4,Third-Party,Policy Holder,Urban,3
35,69700.0,7,True,True,Total Loss,0,981748.3467399816,3,Zero-Dep,Third Party,Rural,4
33,36400.0,17,False,True,Total Loss,0,428305.31808662607,4,Comprehensive,Policy Holder,Urban,0
39,37520.0,5,True,True,Minor Damage,0,693186.3407915725,4,Comprehensive,Third Party,Urban,2
33,79090.0,1,False,True,Major Damage,0,783611.7840191278,4,Third-Party,Third Party,Highway,4
54,67770.0,2,True,True,Major Damage,1,1569708.8016987338,4,Third-Party,Third Party,Highway,3
32,47400.0,11,False,False,Total Loss,1,449926.47254484583,3,Comprehensive,Policy Holder,Urban,0
40,71100.0,7,False,True,Total Loss,0,965027.8245197412,4,Third-Party,Third Party,Rural,8
46,69400.0,3,False,True,Minor Damage,0,1550512.1713789022,4,Third-Party,Policy Holder,Highway,2
39,55000.0,19,False,True,Major Damage,1,223415.44455471556,2,Zero-Dep,Policy Holder,Urban,5
52,51090.0,12,True,True,Total Loss,0,418121.85080990626,5,Comprehensive,Third Party,Highway,2
34,64200.0,8,False,True,Major Damage,1,437733.47950621665,4,Zero-Dep,Policy Holder,Urban,0
45,67320.0,9,True,False,Total Loss,0,442087.76168617816,2,Comprehensive,Policy Holder,Highway,1
31,76120.0,16,False,False,Major Damage,0,508879.5194234322,3,Third-Party,Policy Holder,Urban,1
28,85020.0,5,False,True,Minor Damage,0,474540.4315573088,4,Comprehensive,Policy Holder,Urban,2
41,68090.0,6,False,True,Minor Damage,0,522046.5547043154,4,Comprehensive,Third Party,Urban,1
27,6030.0,8,False,True,Trivial Damage,0,574896.730485626,2,Comprehensive,Third Party,Rural,3
35,5100.0,15,False,True,Minor Damage,0,304917.54719272716,5,Comprehensive,Third Party,Rural,2
30,4590.0,2,True,True,Trivial Damage,0,1160700.3545197868,3,Comprehensive,Third Party,Rural,1
59,72400.0,16,False,True,Major Damage,1,244716.77576022278,4,Comprehensive,Policy Holder,Urban,2
64,70900.0,13,False,True,Major Damage,0,526825.4749474264,4,Comprehensive,Policy Holder,Urban,1
25,65100.0,4,True,True,Total Loss,0,484774.9786704774,3,Comprehensive,Policy Holder,Urban,3
40,64260.0,16,True,True,Total Loss,0,323048.90345217625,3,Third-Party,Policy Holder,Urban,3
43,79970.0,19,False,True,Major Damage,1,208545.16489101213,2,Zero-Dep,Third Party,Urban,1
41,56610.0,20,False,False,Total Loss,0,179942.8662745275,4,Third-Party,Third Party,Highway,1
30,84590.0,15,False,True,Major Damage,1,300287.6087420848,4,Comprehensive,Third Party,Highway,1
38,66780.0,19,True,True,Major Damage,0,303717.5402128328,2,Comprehensive,Policy Holder,Urban,1
36,58500.0,14,True,True,Major Damage,0,273581.9030287222,4,Zero-Dep,Third Party,Urban,2
41,5000.0,12,False,False,Trivial Damage,0,391927.2020849988,3,Comprehensive,Policy Holder,Rural,4
29,5000.0,7,False,True,Trivial Damage,1,1027112.9041055144,4,Comprehensive,Policy Holder,Urban,0
41,54450.0,8,True,True,Major Damage,0,590228.7219294077,2,Zero-Dep,Third Party,Urban,7
38,61920.0,12,False,True,Major Damage,0,377218.9018027459,4,Zero-Dep,Policy Holder,Urban,4
29,43700.0,8,False,True,Minor Damage,1,470294.9340398376,3,Comprehensive,Third Party,Urban,2
31,64080.0,18,False,False,Minor Damage,0,260294.89189184338,3,Third-Party,Policy Holder,Urban,1
35,55000.0,7,False,True,Total Loss,1,1156867.5783329678,4,Comprehensive,Third Party,Highway,0
27,4400.0,15,False,True,Trivial Damage,0,317776.8518362029,4,Third-Party,Third Party,Urban,0
27,71640.0,7,True,True,Minor Damage,0,629899.4435225001,4,Comprehensive,Policy Holder,Highway,1
44,61740.0,18,False,False,Minor Damage,0,262662.83544515737,2,Comprehensive,Third Party,Rural,5
27,57500.0,5,False,True,Total Loss,0,1317244.9864330678,4,Third-Party,Third Party,Highway,3
39,8700.0,12,False,False,Minor Damage,0,287154.64487613604,4,Comprehensive,Policy Holder,Urban,4
46,77100.0,19,False,True,Total Loss,0,449821.9565509042,4,Third-Party,Third Party,Urban,8
57,59400.0,20,True,False,Minor Damage,0,193138.7815076958,4,Comprehensive,Third Party,Urban,4
46,54890.0,9,False,False,Minor Damage,0,454094.6386527693,4,Zero-Dep,Third Party,Urban,3
30,74030.0,10,False,True,Minor Damage,0,443082.6679677421,4,Third-Party,Policy Holder,Urban,2
42,61490.0,17,True,True,Total Loss,0,575392.9770904765,3,Comprehensive,Third Party,Highway,1
27,79560.0,12,True,True,Minor Damage,0,832028.1485485416,2,Third-Party,Policy Holder,Urban,0
33,4900.0,5,False,True,Minor Damage,0,528721.0766168645,4,Comprehensive,Third Party,Urban,3
34,77770.0,15,False,False,Total Loss,0,319645.3594842159,2,Comprehensive,Policy Holder,Urban,3
43,74700.0,8,False,True,Major Damage,1,535096.1904466063,3,Comprehensive,Third Party,Highway,6
26,40600.0,5,False,True,Minor Damage,0,1027666.8860887731,4,Zero-Dep,Third Party,Highway,2
28,45270.0,9,False,False,Total Loss,0,359158.92697197833,5,Third-Party,Third Party,Rural,1
36,47080.0,9,False,True,Minor Damage,0,340818.4974827965,2,Zero-Dep,Third Party,Highway,0
57,40700.0,15,False,False,Minor Damage,1,613426.7153811153,4,Zero-Dep,Policy Holder,Rural,1
27,34650.0,19,True,True,Minor Damage,0,212986.70563572622,4,Zero-Dep,Third Party,Rural,1
28,3200.0,3,False,False,Trivial Damage,0,849686.1944986329,4,Comprehensive,Policy Holder,Urban,0
42,78980.0,18,False,True,Major Damage,1,226171.92379600994,1,Zero-Dep,Policy Holder,Rural,8
31,6160.0,19,False,False,Minor Damage,0,265247.74724544,3,Comprehensive,Third Party,Highway,4
60,85250.0,16,False,True,Major Damage,0,478860.1901350436,4,Comprehensive,Third Party,Urban,0
50,72840.0,5,False,True,Major Damage,0,678167.3978816235,4,Comprehensive,Policy Holder,Highway,1
40,6050.0,5,False,True,Trivial Damage,0,468579.6424556784,3,Comprehensive,Third Party,Urban,1
39,87890.0,1,True,True,Major Damage,1,1529263.5123424963,4,Comprehensive,Policy Holder,Rural,4
47,60500.0,16,True,True,Total Loss,1,306360.4547138106,2,Comprehensive,Third Party,Urban,0
35,88220.0,7,False,True,Minor Damage,0,620051.6692551796,4,Comprehensive,Policy Holder,Highway,4
37,53680.0,11,False,True,Total Loss,0,444296.22579169535,3,Comprehensive,Third Party,Highway,1
45,53800.0,9,False,True,Minor Damage,0,339939.0552823557,4,Zero-Dep,Policy Holder,Urban,4
29,54360.0,20,False,True,Major Damage,1,350927.7497063906,4,Third-Party,Third Party,Urban,1
35,54340.0,14,True,True,Major Damage,0,238296.17961461193,5,Comprehensive,Policy Holder,Urban,1
35,2860.0,18,True,True,Trivial Damage,1,185231.24094372476,2,Comprehensive,Third Party,Urban,1
28,5490.0,16,True,True,Minor Damage,0,289491.88257733756,2,Comprehensive,Third Party,Rural,4
45,7370.0,18,False,True,Trivial Damage,0,254749.9369720599,5,Comprehensive,Third Party,Urban,1
34,50800.0,18,False,False,Major Damage,1,492629.225807451,4,Third-Party,Policy Holder,Urban,2
48,41520.0,1,False,True,Minor Damage,0,934946.7006190008,3,Comprehensive,Third Party,Urban,2
38,89650.0,10,True,True,Total Loss,0,460634.2137753491,4,Third-Party,Policy Holder,Highway,3
55,39690.0,17,False,True,Total Loss,0,284768.1655351512,3,Third-Party,Policy Holder,Urban,1
32,62260.0,20,False,False,Major Damage,0,154201.6937616248,2,Comprehensive,Policy Holder,Rural,2
38,51920.0,14,True,True,Major Damage,1,502382.3487418598,4,Zero-Dep,Policy Holder,Urban,2
40,53460.0,6,False,True,Minor Damage,0,1098277.6237248601,3,Comprehensive,Third Party,Urban,1
43,57100.0,1,True,True,Total Loss,0,932049.0266529615,4,Zero-Dep,Policy Holder,Highway,6
36,77440.0,11,False,True,Total Loss,0,287801.8573002384,2,Third-Party,Third Party,Urban,2
40,68300.0,12,False,True,Minor Damage,0,358409.46294636204,3,Third-Party,Policy Holder,Rural,4
32,5060.0,3,False,True,Trivial Damage,0,744309.4532934832,4,Third-Party,Policy Holder,Urban,4
32,59400.0,20,False,True,Total Loss,1,152274.73263442022,4,Third-Party,Third Party,Highway,0
31,69930.0,2,False,True,Major Damage,1,698905.0292343684,2,Zero-Dep,Policy Holder,Highway,3
27,77700.0,7,False,True,Minor Damage,0,612618.6273592344,3,Comprehensive,Third Party,Highway,1
54,68750.0,8,False,True,Major Damage,1,972156.0203770743,3,Third-Party,Policy Holder,Urban,5
29,91080.0,20,True,True,Minor Damage,0,172986.53358368692,1,Third-Party,Third Party,Highway,1
20,48360.0,15,True,True,Minor Damage,0,633746.747652669,3,Comprehensive,Policy Holder,Highway,0
34,95000.0,14,True,True,Major Damage,0,284354.1437399931,3,Zero-Dep,Policy Holder,Urban,2
32,3900.0,5,False,True,Trivial Damage,0,695807.6695843487,3,Comprehensive,Third Party,Urban,0
39,59400.0,5,False,True,Minor Damage,1,531889.2744215374,2,Comprehensive,Third Party,Highway,1
43,60210.0,2,False,False,Minor Damage,0,768365.1436202553,3,Comprehensive,Policy Holder,Urban,3
32,43600.0,5,True,True,Minor Damage,0,560863.6355163121,3,Comprehensive,Third Party,Rural,4
57,62800.0,3,False,False,Total Loss,0,606727.0051738323,3,Third-Party,Third Party,Highway,4
48,59500.0,9,False,True,Major Damage,0,527846.1773562966,3,Comprehensive,Policy Holder,Urban,1
37,53460.0,6,False,False,Total Loss,0,464039.0319927972,4,Comprehensive,Policy Holder,Highway,5
33,41690.0,16,False,True,Total Loss,0,210908.33629583614,2,Comprehensive,Policy Holder,Highway,4
46,63100.0,15,True,True,Minor Damage,0,263575.81491887633,5,Comprehensive,Policy Holder,Urban,3
60,62880.0,8,False,True,Total Loss,1,992760.4219370448,3,Third-Party,Policy Holder,Highway,2
51,75400.0,9,True,True,Major Damage,1,960650.3847903856,4,Zero-Dep,Third Party,Urban,3
40,46200.0,18,False,True,Total Loss,0,541383.1264435733,4,Comprehensive,Third Party,Urban,6
47,58500.0,5,True,True,Major Damage,0,531125.9807986588,3,Comprehensive,Third Party,Highway,7
57,66240.0,12,False,True,Major Damage,0,339429.4105333767,4,Comprehensive,Third Party,Urban,2
36,65440.0,1,False,True,Total Loss,0,646953.6101412098,4,Third-Party,Third Party,Highway,5
43,64200.0,13,False,True,Minor Damage,0,343287.9478830825,4,Comprehensive,Policy Holder,Urban,1
25,32320.0,15,False,False,Minor Damage,0,357398.3744254642,4,Comprehensive,Third Party,Urban,1
28,33480.0,4,False,True,Major Damage,0,699708.7219414255,2,Comprehensive,Third Party,Urban,2
38,4320.0,20,True,True,Trivial Damage,0,208581.625724277,3,Comprehensive,Third Party,Urban,0
29,4200.0,7,False,True,Trivial Damage,0,483922.05555680813,3,Comprehensive,Third Party,Urban,0
29,57970.0,9,False,False,Minor Damage,0,534203.0035219068,4,Comprehensive,Third Party,Highway,2
31,4320.0,12,False,True,Trivial Damage,0,355258.3047439908,4,Third-Party,Third Party,Highway,1
45,69300.0,5,False,True,Minor Damage,0,483229.2724232714,2,Third-Party,Third Party,Highway,2
30,32480.0,18,False,True,Minor Damage,0,214708.363769273,4,Comprehensive,Third Party,Highway,2
38,60480.0,14,True,True,Total Loss,0,241137.85651755915,4,Third-Party,Policy Holder,Rural,3
38,2640.0,0,False,False,Trivial Damage,0,723341.0910177322,3,Zero-Dep,Policy Holder,Highway,0
27,6050.0,6,False,True,Trivial Damage,0,785533.442427163,4,Comprehensive,Policy Holder,Rural,3
43,42700.0,20,False,False,Total Loss,1,194451.98722522295,2,Comprehensive,Policy Holder,Highway,5
47,40260.0,19,False,True,Major Damage,1,228491.1082431697,2,Comprehensive,Third Party,Urban,4
50,50000.0,7,False,False,Major Damage,0,471372.03874404833,4,Third-Party,Third Party,Urban,3
35,3840.0,17,False,True,Trivial Damage,0,237676.71176208678,2,Comprehensive,Policy Holder,Rural,3
41,95900.0,16,False,True,Minor Damage,0,327274.06791270955,4,Third-Party,Policy Holder,Urban,3
47,56160.0,13,True,True,Minor Damage,0,701341.5880150015,2,Comprehensive,Third Party,Urban,1
42,63030.0,19,False,True,Major Damage,0,218462.7773941339,4,Comprehensive,Third Party,Highway,0
41,63470.0,16,False,True,Minor Damage,0,447037.19955627155,4,Zero-Dep,Third Party,Urban,2
38,44440.0,8,False,True,Major Damage,1,1073052.6451349608,3,Comprehensive,Third Party,Urban,0
35,6600.0,10,False,True,Minor Damage,0,356896.42996841774,4,Zero-Dep,Third Party,Urban,1
36,77200.0,19,True,False,Minor Damage,0,195393.16745040996,4,Zero-Dep,Policy Holder,Urban,2
30,57000.0,2,True,False,Total Loss,0,1666880.1263955268,2,Zero-Dep,Third Party,Highway,0
45,2700.0,9,False,True,Trivial Damage,0,448883.3760586738,4,Comprehensive,Third Party,Rural,4
36,47300.0,9,True,True,Total Loss,0,933541.6899689072,3,Third-Party,Policy Holder,Highway,4
37,55110.0,13,False,True,Major Damage,0,345914.1162828855,3,Comprehensive,Third Party,Rural,4
31,4320.0,13,False,False,Trivial Damage,0,670657.7297252802,4,Comprehensive,Third Party,Urban,6
38,68760.0,17,False,True,Total Loss,1,222701.29318695678,4,Zero-Dep,Policy Holder,Urban,0
31,74400.0,12,False,True,Major Damage,1,583145.518024752,5,Third-Party,Policy Holder,Highway,3
33,35300.0,19,False,True,Major Damage,1,367224.5631479412,4,Comprehensive,Third Party,Urban,3
57,2640.0,15,False,True,Minor Damage,0,445910.881362369,2,Comprehensive,Third Party,Urban,1
41,60190.0,1,False,True,Total Loss,1,1766489.8877763606,2,Third-Party,Third Party,Highway,6
39,41580.0,0,False,True,Major Damage,1,757879.9466312985,4,Third-Party,Policy Holder,Highway,3
45,58500.0,20,False,False,Minor Damage,1,205224.40537137678,5,Comprehensive,Policy Holder,Urban,4
43,79320.0,18,True,True,Minor Damage,0,263810.31427754357,3,Zero-Dep,Third Party,Rural,1
33,82610.0,13,False,True,Minor Damage,1,377859.12500919396,2,Comprehensive,Third Party,Urban,3
41,78600.0,11,False,True,Total Loss,1,370801.67434892396,4,Comprehensive,Policy Holder,Urban,1
46,51390.0,8,False,True,Minor Damage,1,884702.1128821776,3,Third-Party,Policy Holder,Urban,3
44,70200.0,3,False,False,Major Damage,1,852818.0962339552,3,Zero-Dep,Policy Holder,Urban,3
30,4900.0,0,False,True,Minor Damage,0,924203.9277160852,4,Comprehensive,Third Party,Rural,2
62,66480.0,3,False,True,Major Damage,1,791263.1445311627,5,Comprehensive,Policy Holder,Urban,5
23,50380.0,8,False,True,Major Damage,1,571380.83661329,2,Comprehensive,Third Party,Rural,1
61,64350.0,17,False,True,Major Damage,0,532939.9424786293,4,Zero-Dep,Policy Holder,Urban,2
29,55400.0,11,True,True,Major Damage,1,322364.70926254505,3,Comprehensive,Policy Holder,Highway,2
28,49900.0,17,True,True,Total Loss,0,255225.27153680028,4,Comprehensive,Policy Holder,Rural,0
28,74880.0,15,True,True,Minor Damage,0,229227.636065382,4,Zero-Dep,Policy Holder,Highway,2
44,105820.0,13,True,False,Minor Damage,0,670496.691820181,4,Comprehensive,Policy Holder,Urban,1
43,7150.0,12,True,False,Trivial Damage,0,822240.1437260066,3,Comprehensive,Third Party,Urban,0
58,55800.0,11,False,False,Total Loss,0,385023.5814214688,2,Comprehensive,Policy Holder,Highway,5
34,5830.0,0,True,True,Trivial Damage,0,821513.309468801,4,Third-Party,Policy Holder,Urban,2
41,85900.0,10,False,True,Major Damage,1,315911.30527578155,3,Comprehensive,Policy Holder,Urban,5
29,7110.0,10,False,True,Minor Damage,0,505957.1230945397,3,Comprehensive,Policy Holder,Urban,1
43,36960.0,8,True,False,Total Loss,0,381229.7357254753,4,Comprehensive,Policy Holder,Urban,4
39,64400.0,18,True,False,Minor Damage,0,177380.93212197445,2,Third-Party,Policy Holder,Urban,3
43,1920.0,4,True,True,Minor Damage,0,555113.1712903176,4,Third-Party,Policy Holder,Urban,1
22,86130.0,6,True,True,Major Damage,1,430475.1996202351,4,Comprehensive,Third Party,Urban,0
32,82170.0,20,False,True,Major Damage,1,194634.95554577146,2,Comprehensive,Third Party,Rural,2
41,50300.0,16,True,False,Major Damage,1,268303.0123838941,3,Zero-Dep,Third Party,Urban,3
31,44200.0,18,False,False,Major Damage,0,208630.01029069812,5,Comprehensive,Third Party,Urban,2
43,66660.0,9,True,True,Major Damage,0,343033.2353738861,1,Comprehensive,Policy Holder,Rural,4
26,78320.0,8,False,True,Total Loss,0,383274.45647174283,3,Comprehensive,Policy Holder,Urban,0
34,105040.0,16,False,True,Total Loss,0,250791.75676280612,4,Comprehensive,Third Party,Urban,6
43,50700.0,9,False,True,Minor Damage,0,345149.4279798184,4,Comprehensive,Policy Holder,Urban,2
45,51210.0,0,False,True,Total Loss,0,934230.6333842133,4,Comprehensive,Policy Holder,Urban,4
48,51840.0,14,False,True,Total Loss,0,494413.1508569616,4,Comprehensive,Third Party,Urban,2
33,52800.0,9,True,True,Total Loss,0,398572.6571117189,2,Comprehensive,Policy Holder,Urban,2
42,55200.0,17,True,False,Minor Damage,0,234427.12957570903,3,Third-Party,Third Party,Urban,0
34,9100.0,12,False,True,Minor Damage,0,340971.42084931745,3,Comprehensive,Third Party,Rural,2
51,67600.0,8,False,True,Minor Damage,0,357128.35692900873,4,Comprehensive,Third Party,Highway,4
33,40800.0,11,False,True,Minor Damage,0,580478.871893549,3,Third-Party,Third Party,Urban,3
50,84500.0,4,True,True,Major Damage,1,1413976.62485051,3,Comprehensive,Third Party,Urban,2
39,71610.0,3,True,True,Major Damage,1,513199.11204672867,5,Third-Party,Third Party,Urban,1
55,60600.0,8,False,True,Major Damage,1,477586.9173073117,4,Comprehensive,Third Party,Highway,5
41,81240.0,7,False,True,Major Damage,1,957668.071512716,4,Third-Party,Third Party,Highway,2
39,29300.0,5,False,True,Total Loss,0,1020209.8301174741,4,Comprehensive,Policy Holder,Urban,4
31,76450.0,20,True,True,Total Loss,0,192266.5429961246,4,Comprehensive,Policy Holder,Urban,0
44,49400.0,5,False,True,Major Damage,0,674293.8533644389,3,Comprehensive,Third Party,Urban,2
38,90530.0,12,False,True,Total Loss,0,416508.16130328865,4,Comprehensive,Policy Holder,Highway,3
31,8030.0,20,False,True,Minor Damage,0,329873.64805053803,3,Comprehensive,Third Party,Rural,4
40,63900.0,14,True,False,Minor Damage,0,280424.1866513238,4,Third-Party,Policy Holder,Urban,1
55,38640.0,18,False,True,Minor Damage,0,200562.86145177242,4,Third-Party,Third Party,Highway,1
58,41490.0,11,True,True,Total Loss,0,712914.8292349183,4,Comprehensive,Third Party,Urban,5
35,79090.0,3,False,False,Minor Damage,0,746350.6356863324,4,Zero-Dep,Policy Holder,Highway,0
35,87900.0,20,False,False,Major Damage,0,172050.20295489216,2,Third-Party,Policy Holder,Highway,0
32,53400.0,19,True,True,Total Loss,0,195970.46046444314,3,Zero-Dep,Policy Holder,Urban,2
36,52030.0,20,False,True,Total Loss,0,241948.48604116304,4,Third-Party,Third Party,Urban,2
60,82060.0,10,False,True,Minor Damage,0,318529.05853403057,3,Third-Party,Policy Holder,Rural,4
35,48360.0,18,False,True,Minor Damage,0,225688.05310827083,4,Comprehensive,Policy Holder,Urban,2
31,52290.0,18,False,True,Minor Damage,0,254554.24615424636,4,Third-Party,Third Party,Highway,2
57,68200.0,8,False,True,Major Damage,1,392514.7180864091,3,Zero-Dep,Third Party,Urban,0
43,60750.0,0,False,True,Major Damage,1,657633.9585023298,4,Comprehensive,Third Party,Highway,2
30,65560.0,0,True,True,Major Damage,1,1310564.2973108245,2,Comprehensive,Third Party,Urban,0
50,70290.0,3,False,True,Minor Damage,0,1556477.8939830076,1,Comprehensive,Third Party,Urban,3
37,45000.0,12,True,False,Total Loss,0,268502.48655705934,3,Zero-Dep,Third Party,Urban,4
39,61800.0,8,False,True,Total Loss,0,401520.56303393113,5,Comprehensive,Third Party,Urban,4
46,64570.0,14,False,False,Major Damage,0,235616.5629104822,3,Third-Party,Policy Holder,Urban,5
61,70500.0,8,True,False,Minor Damage,0,383043.5546672767,1,Third-Party,Third Party,Rural,0
37,57900.0,10,True,True,Total Loss,0,820891.7946455167,4,Zero-Dep,Third Party,Urban,1
46,57860.0,4,False,False,Minor Damage,0,1042269.1891011839,4,Comprehensive,Policy Holder,Urban,6
39,37800.0,20,False,True,Minor Damage,0,205993.20752632624,4,Third-Party,Third Party,Urban,2
37,63300.0,15,True,True,Total Loss,0,299102.49957430497,4,Zero-Dep,Third Party,Urban,3
33,44200.0,20,True,True,Total Loss,0,233889.8616205697,3,Comprehensive,Third Party,Highway,7
28,31680.0,9,True,False,Minor Damage,0,332810.74160872126,2,Third-Party,Policy Holder,Highway,0
32,100.0,13,False,True,Trivial Damage,0,732923.1362576173,4,Comprehensive,Policy Holder,Urban,3
61,56340.0,12,False,True,Minor Damage,0,709644.3227969586,2,Third-Party,Third Party,Highway,2
40,69740.0,12,True,False,Total Loss,0,295807.76345012774,4,Comprehensive,Third Party,Highway,1
38,60480.0,12,True,True,Total Loss,0,761154.5400606894,4,Comprehensive,Third Party,Highway,2
61,80880.0,10,False,True,Minor Damage,0,484506.8981482754,2,Comprehensive,Policy Holder,Urban,4
61,49390.0,6,True,True,Total Loss,0,482371.2825980934,4,Comprehensive,Third Party,Urban,1
29,69360.0,6,False,True,Minor Damage,0,665097.7011163159,4,Comprehensive,Third Party,Urban,1
41,3740.0,4,False,True,Minor Damage,0,621365.2189075971,3,Third-Party,Third Party,Rural,4
33,5060.0,12,False,True,Trivial Damage,0,374206.4176598852,4,Comprehensive,Third Party,Rural,2
48,35860.0,10,True,False,Total Loss,1,962021.131049778,4,Comprehensive,Third Party,Urban,5
40,50050.0,7,False,True,Major Damage,1,476037.34865345864,3,Third-Party,Third Party,Urban,1
27,59070.0,3,False,False,Minor Damage,0,790757.5125684772,3,Third-Party,Third Party,Highway,2
30,28440.0,8,False,True,Minor Damage,0,432455.804345299,3,Comprehensive,Third Party,Highway,3
34,45540.0,17,True,True,Major Damage,1,284562.95394687954,3,Zero-Dep,Third Party,Urban,4
34,38700.0,3,True,False,Minor Damage,0,1351792.026219679,3,Comprehensive,Third Party,Rural,1
39,5830.0,4,True,True,Trivial Damage,0,545667.4142675315,4,Third-Party,Third Party,Urban,2
32,57240.0,20,False,True,Total Loss,1,358671.45309600106,3,Comprehensive,Third Party,Urban,5
39,46200.0,0,False,True,Total Loss,0,772495.1446045138,2,Third-Party,Policy Holder,Urban,1
32,57700.0,12,False,True,Total Loss,0,280750.890404938,4,Zero-Dep,Policy Holder,Highway,2
48,56160.0,20,False,False,Minor Damage,0,152297.37871115995,4,Third-Party,Third Party,Highway,0
47,44400.0,16,True,True,Total Loss,0,245731.2549777828,4,Comprehensive,Third Party,Urban,3
56,92730.0,11,False,True,Major Damage,1,546978.1247493604,4,Third-Party,Policy Holder,Urban,3
33,30700.0,0,True,True,Minor Damage,0,707832.2969722544,4,Comprehensive,Policy Holder,Urban,3
24,56600.0,16,False,False,Major Damage,0,296129.65651516616,2,Third-Party,Third Party,Urban,3
24,3960.0,17,False,True,Trivial Damage,0,514419.14870214526,4,Third-Party,Third Party,Urban,1
30,34800.0,16,False,True,Minor Damage,0,297912.5516138276,3,Zero-Dep,Policy Holder,Urban,2
36,79500.0,15,True,False,Minor Damage,0,260030.74165969773,4,Comprehensive,Policy Holder,Urban,7
34,56000.0,6,False,True,Total Loss,0,657185.6289780845,2,Comprehensive,Policy Holder,Urban,5
29,73260.0,1,True,False,Minor Damage,1,1557809.927733165,4,Comprehensive,Third Party,Urban,2
46,4950.0,20,True,True,Trivial Damage,0,161873.3960054847,4,Comprehensive,Policy Holder,Highway,5
42,48000.0,2,False,True,Minor Damage,0,604202.214874479,4,Comprehensive,Policy Holder,Urban,2
37,52200.0,10,True,True,Major Damage,0,451103.2384506626,2,Comprehensive,Policy Holder,Rural,2
38,73800.0,20,False,True,Minor Damage,0,313494.80269828415,4,Third-Party,Third Party,Highway,5
34,78200.0,6,False,True,Total Loss,0,1038958.9385859242,4,Comprehensive,Third Party,Rural,0
33,55200.0,0,False,True,Major Damage,1,1059004.152269702,2,Comprehensive,Third Party,Urban,3
43,57060.0,3,True,True,Total Loss,0,514147.59409121034,4,Comprehensive,Policy Holder,Urban,0
30,4680.0,2,True,True,Minor Damage,0,557468.1950310088,4,Zero-Dep,Third Party,Urban,3
56,53100.0,10,True,False,Minor Damage,1,512808.75188123656,4,Third-Party,Policy Holder,Rural,1
48,3520.0,2,False,True,Minor Damage,0,766276.754248122,4,Comprehensive,Third Party,Urban,4
25,72900.0,5,True,True,Total Loss,0,481024.49784321047,4,Comprehensive,Third Party,Urban,1
38,70700.0,7,False,True,Total Loss,0,1153967.056561185,4,Comprehensive,Third Party,Rural,4
30,60170.0,9,False,False,Minor Damage,0,526479.9232134132,3,Comprehensive,Policy Holder,Urban,5
42,74800.0,6,False,True,Major Damage,1,559895.71349759,2,Comprehensive,Third Party,Rural,4
41,4100.0,6,False,False,Trivial Damage,0,583430.911222101,3,Comprehensive,Third Party,Urban,4
47,61490.0,6,False,True,Minor Damage,0,487574.75018539204,2,Zero-Dep,Policy Holder,Urban,7
29,7200.0,16,False,False,Trivial Damage,0,388413.62088696746,3,Comprehensive,Third Party,Rural,1
34,45100.0,4,False,False,Minor Damage,0,665909.3417124748,4,Third-Party,Third Party,Urban,4
53,66660.0,9,True,True,Minor Damage,0,396954.4598623914,4,Comprehensive,Policy Holder,Rural,0
41,76400.0,18,True,True,Major Damage,1,468774.80125091836,4,Zero-Dep,Policy Holder,Urban,2
37,58300.0,14,False,True,Total Loss,0,359474.94637408905,4,Zero-Dep,Third Party,Urban,2
49,57310.0,13,False,True,Total Loss,0,472809.30870039464,3,Third-Party,Policy Holder,Highway,3
32,53100.0,9,False,True,Minor Damage,0,463518.88692518853,4,Comprehensive,Policy Holder,Urban,4
